logical_path,size_bytes,sha256,status,reason
data/example_neuron/0239_20231017_neuron_1333_loc_3_3.pkl,1316600,40898c5ec198ef9dd131e904154dd50da26e4497422017c188af3477d8a13478,excluded-unused,no active reference in the six release notebooks
data/example_neuron/0239_20231017_neuron_133_loc_6_6.pkl,1348999,d80a38b6aaed7a6f29fbae34b218654441a98674ae2dbbbbd35775dc2d43c4af,excluded-unused,no active reference in the six release notebooks
data/example_neuron/0239_20231017_neuron_1568_loc_5_6.pkl,1308671,94c2df5b12a1cb4412aae0b8bc70bb1dec1474a2d33339e06f8d8660b7940e20,excluded-unused,no active reference in the six release notebooks
data/example_neuron/0239_20231017_neuron_1568_loc_6_6.pkl,1349000,caf1bc4caaf68c91bdf3b525f52611e8d275326a8d2bd7c29fb05a8a94766169,excluded-unused,no active reference in the six release notebooks
data/example_neuron/groot_20240628_neuron_30_loc_4_4.pkl,4747175,13d3919462468744e04f31a12c57a3eeaf840bd73b4036075b38fa3c6a00010b,excluded-unused,no active reference in the six release notebooks
data/example_neuron/groot_20240628_neuron_51_loc_6_3.pkl,4954375,b004224499b4ee27336e40ab451f016ed657bd5517cd15c40c86cd46515d5103,excluded-unused,no active reference in the six release notebooks
data/example_neuron/groot_20240628_neuron_80_loc_3_6.pkl,4937575,7e58fc2f1b7f7c0fdc53b7758efbaa095d6cf486e5d9555f58c38b3d6c1d509a,excluded-unused,no active reference in the six release notebooks
